t_id,c_id,Bank,Card_Type,Transaction_Time,Transaction_Amount_INR,Merchant_Category,Transaction_City,Device_Type,Is_International,Is_Fraud
T23811,C1391,Kotak,MasterCard,29-05-2026 22:34,23396.33,Travel,Hyderabad,ATM,0,0
T23812,C1455,PNB,MasterCard,24-03-2025 00:23,1788.11,Grocery,Lucknow,Desktop,0,0
T23813,C1112,Bank of Baroda,MasterCard,18-05-2025 02:22,15062.1,Travel,Indore,Desktop,0,0
T23814,C1462,Kotak,MasterCard,08-01-2026 15:35,19725.55,Pharmacy,Delhi,POS,0,0
T23815,C1417,Kotak,RuPay,27-08-2025 05:09,43799.95,Online Shopping,Bangalore,POS,0,0
T23816,C1460,HDFC,RuPay,27-11-2025 09:50,4265.01,Pharmacy,Lucknow,Desktop,0,0
T23817,C1368,HDFC,Visa,01-03-2025 10:32,34897.05,Restaurant,Visakhapatnam,ATM,0,0
T23818,C1339,Canara Bank,Visa,08-09-2025 14:27,4522.65,Grocery,Surat,POS,0,0
T23819,C1048,PNB,Visa,29-08-2025 09:06,17223.16,Food Delivery,Jaipur,Mobile,0,0
T23820,C1235,Axis,Visa,10-06-2025 15:13,32393.92,Clothing,Hyderabad,POS,0,0
T23821,C1002,Axis,Visa,26-01-2025 04:56,37053.55,Grocery,Chandigarh,ATM,0,0
T23822,C1396,ICICI,RuPay,06-10-2025 15:27,7644.15,Electronics,Ahmedabad,Mobile,0,0
T23823,C1284,SBI,Visa,01-03-2026 00:14,12850.9,Travel,Bangalore,POS,0,0
T23824,C1233,Axis,MasterCard,29-12-2025 05:57,33645.12,Electronics,Pune,ATM,0,0
T23825,C1184,Canara Bank,Visa,20-09-2025 00:52,4560.53,ATM Withdrawal,Bangalore,Mobile,0,0
T23826,C1129,PNB,MasterCard,08-02-2025 13:44,14530.38,Restaurant,Delhi,POS,0,0
T23827,C1035,ICICI,RuPay,20-05-2026 00:57,49931.04,Pharmacy,Jaipur,Desktop,0,0
T23828,C1435,Axis,Visa,27-09-2025 16:41,30908.93,Food Delivery,Mumbai,POS,0,0
T23829,C1448,Kotak,RuPay,17-08-2025 08:12,17581.82,Pharmacy,Bangalore,Mobile,0,0
T23830,C1288,HDFC,RuPay,27-04-2026 23:54,20483.74,Restaurant,Lucknow,ATM,0,0
T23831,C1304,Kotak,RuPay,18-12-2025 15:50,8225.35,Grocery,Pune,ATM,0,0
T23832,C1206,HDFC,Visa,24-05-2026 09:22,35153.12,ATM Withdrawal,Hyderabad,POS,0,0
T23833,C1114,SBI,MasterCard,08-05-2026 00:02,43883.52,Food Delivery,Hyderabad,Desktop,0,0
T23834,C1491,Axis,RuPay,23-06-2026 02:29,30100.52,Pharmacy,Kolkata,ATM,0,0
T23835,C1292,Canara Bank,Visa,02-03-2026 06:53,36244.12,ATM Withdrawal,Bhubaneswar,ATM,0,0
T23836,C1266,Canara Bank,RuPay,22-11-2025 23:29,7635.32,Electronics,Patna,Desktop,0,0
T23837,C1425,HDFC,Visa,28-03-2025 13:50,91716.15,Pharmacy,International,Desktop,1,1
T23838,C1440,ICICI,RuPay,30-01-2026 22:27,43555.94,ATM Withdrawal,Ahmedabad,Desktop,0,0
T23839,C1071,ICICI,Visa,25-10-2025 07:10,45020.85,Grocery,Indore,ATM,0,0
T23840,C1121,HDFC,MasterCard,22-03-2025 02:38,41204.03,Food Delivery,Bangalore,Desktop,0,0
T23841,C1494,SBI,MasterCard,27-05-2025 16:27,30886.86,Entertainment,Kolkata,POS,0,0
T23842,C1305,Bank of Baroda,RuPay,10-07-2025 02:43,8492.44,Electronics,Chennai,Desktop,0,0
T23843,C1234,HDFC,RuPay,02-12-2025 11:20,46019.18,Online Shopping,Jaipur,ATM,0,0
T23844,C1492,SBI,MasterCard,10-05-2025 00:06,46280.26,Food Delivery,Mumbai,Desktop,0,0
T23845,C1455,Canara Bank,MasterCard,20-05-2025 14:57,32042.44,Online Shopping,Visakhapatnam,Desktop,0,0
T23846,C1413,SBI,Visa,18-08-2025 18:27,39999.34,Food Delivery,Bhubaneswar,ATM,0,0
T23847,C1223,PNB,Visa,23-10-2025 18:41,10720.64,Grocery,Delhi,Desktop,0,0
T23848,C1204,Bank of Baroda,RuPay,04-03-2025 19:02,5930.78,Grocery,Kolkata,ATM,0,0
T23849,C1374,Kotak,RuPay,17-02-2025 09:39,6554.37,Food Delivery,Hyderabad,Mobile,0,0
T23850,C1232,PNB,RuPay,25-03-2025 07:27,131633.86,Electronics,Singapore,ATM,1,1
T23851,C1098,ICICI,Visa,29-05-2025 21:10,40847.59,Online Shopping,Mumbai,Desktop,0,0
T23852,C1451,Axis,RuPay,25-05-2026 15:27,17051.87,Fuel,Nagpur,ATM,0,0
T23853,C1461,Canara Bank,Visa,25-06-2026 12:33,87636.87,Online Shopping,International,Desktop,1,1
T23854,C1041,ICICI,RuPay,11-05-2025 00:23,9804.41,Food Delivery,Surat,POS,0,0
T23855,C1203,Axis,RuPay,13-11-2025 11:37,14867.75,ATM Withdrawal,Visakhapatnam,POS,0,0
T23856,C1269,PNB,Visa,16-06-2026 16:10,29850.59,Fuel,Delhi,Desktop,0,0
T23857,C1378,HDFC,RuPay,20-03-2026 19:03,29458.74,Food Delivery,Mumbai,Desktop,0,0
T23858,C1230,ICICI,Visa,21-01-2026 18:53,34462.86,Pharmacy,Lucknow,ATM,0,0
T23859,C1347,HDFC,Visa,14-01-2026 06:17,28790.14,Food Delivery,Lucknow,POS,0,0
T23860,C1026,SBI,RuPay,02-10-2025 17:52,47314.58,Pharmacy,Bhubaneswar,Mobile,0,0
T23861,C1134,SBI,MasterCard,13-05-2025 13:37,39701.77,Travel,Delhi,ATM,0,0
T23862,C1262,Canara Bank,RuPay,09-01-2026 08:37,12718.33,Pharmacy,Hyderabad,POS,0,0
T23863,C1385,HDFC,Visa,16-07-2025 05:33,39059.5,Clothing,Delhi,Desktop,0,0
T23864,C1253,Bank of Baroda,Visa,06-05-2025 12:04,29520.72,Online Shopping,Lucknow,Mobile,0,0
T23865,C1132,ICICI,MasterCard,14-03-2025 14:00,39640.96,Fuel,Patna,ATM,0,0
T23866,C1250,PNB,RuPay,05-03-2025 07:24,40770.45,Clothing,Visakhapatnam,Desktop,0,0
T23867,C1137,SBI,MasterCard,12-07-2025 21:09,15409,ATM Withdrawal,Chennai,ATM,0,0
T23868,C1412,PNB,RuPay,08-03-2026 04:54,13640.6,Clothing,Bangalore,Mobile,0,0
T23869,C1480,SBI,Visa,12-02-2026 11:38,47989.54,Grocery,Mumbai,ATM,0,0
T23870,C1152,PNB,Visa,09-06-2026 04:17,18876.29,Online Shopping,Chennai,Desktop,0,0
T23871,C1172,ICICI,MasterCard,24-01-2025 23:38,9320.15,Restaurant,Kolkata,Desktop,0,0
T23872,C1244,Canara Bank,Visa,16-02-2026 13:08,42790.62,ATM Withdrawal,Patna,Desktop,0,0
T23873,C1068,Bank of Baroda,MasterCard,04-03-2026 01:10,35704.79,Travel,Surat,POS,0,0
T23874,C1479,Kotak,MasterCard,04-07-2026 12:15,37443.4,Travel,Chennai,Desktop,0,0
T23875,C1057,Kotak,Visa,22-03-2025 17:05,47871.76,Food Delivery,Indore,ATM,0,0
T23876,C1309,Axis,Visa,12-09-2025 13:08,11430.97,Entertainment,Bangalore,Desktop,0,0
T23877,C1473,HDFC,Visa,16-06-2026 17:16,9937.75,Ride Sharing,Patna,Mobile,0,0
T23878,C1487,Canara Bank,MasterCard,10-06-2026 06:12,39817.5,Food Delivery,Hyderabad,Mobile,0,0
T23879,C1299,HDFC,MasterCard,19-04-2025 18:38,16257.03,ATM Withdrawal,Lucknow,Desktop,0,0
T23880,C1161,Kotak,MasterCard,02-01-2026 13:27,11119.41,Fuel,Pune,Mobile,0,0
T23881,C1160,SBI,Visa,16-05-2026 01:57,983.86,Pharmacy,Surat,ATM,0,0
T23882,C1432,HDFC,MasterCard,26-09-2025 19:31,35616.89,Electronics,Jaipur,ATM,0,0
T23883,C1140,SBI,RuPay,08-06-2026 00:55,42751.12,Fuel,Indore,Desktop,0,0
T23884,C1455,Canara Bank,MasterCard,26-12-2025 13:51,47062.05,Food Delivery,Chandigarh,ATM,0,0
T23885,C1442,SBI,MasterCard,16-02-2026 16:11,29005.77,Restaurant,Lucknow,Mobile,0,0
T23886,C1116,PNB,Visa,08-07-2025 13:52,1651.26,Pharmacy,Pune,Mobile,0,0
T23887,C1246,Kotak,MasterCard,09-03-2025 13:14,21818.91,Clothing,Bhubaneswar,POS,0,0
T23888,C1372,HDFC,RuPay,14-03-2026 17:56,30355.58,Restaurant,Singapore,Desktop,1,1
T23889,C1184,Canara Bank,Visa,18-09-2025 10:11,18566,Grocery,Lucknow,POS,0,0
T23890,C1455,ICICI,Visa,28-08-2025 09:42,10050.32,Electronics,Hyderabad,Desktop,0,0
T23891,C1400,HDFC,MasterCard,29-10-2025 03:37,12341.04,Electronics,Surat,Mobile,0,0
T23892,C1342,SBI,MasterCard,27-03-2025 07:43,35051.98,Ride Sharing,Kolkata,ATM,0,0
T23893,C1241,Bank of Baroda,MasterCard,11-09-2025 03:12,17799.74,Electronics,Ahmedabad,Desktop,0,0
T23894,C1254,Kotak,RuPay,15-01-2025 03:36,11737.05,Fuel,Jaipur,Desktop,0,0
T23895,C1438,Axis,Visa,17-09-2025 04:34,41931.15,Electronics,Ahmedabad,POS,0,0
T23896,C1187,Canara Bank,Visa,03-01-2026 01:33,19287.01,Electronics,Jaipur,Mobile,0,0
T23897,C1476,PNB,MasterCard,13-03-2026 06:17,11644.33,Online Shopping,Surat,Desktop,0,0
T23898,C1211,Kotak,RuPay,16-02-2026 12:12,32355.66,Travel,Lucknow,POS,0,0
T23899,C1023,ICICI,Visa,22-11-2025 03:56,24176.95,Clothing,Nagpur,ATM,0,0
T23900,C1217,PNB,RuPay,01-06-2025 07:27,49328.94,Online Shopping,Nagpur,POS,0,0
T23901,C1094,HDFC,RuPay,21-05-2025 18:14,28123.62,Entertainment,Kolkata,POS,0,0
T23902,C1237,SBI,MasterCard,28-05-2025 02:05,45391.95,Grocery,Hyderabad,Desktop,0,0
T23903,C1068,Axis,MasterCard,17-06-2025 10:32,20635.96,Fuel,Bhubaneswar,ATM,0,0
T23904,C1105,HDFC,Visa,03-07-2026 11:23,14991.79,Online Shopping,Chennai,Mobile,0,0
T23905,C1064,Axis,MasterCard,25-04-2026 21:56,3183.06,Food Delivery,Chandigarh,Desktop,0,0
T23906,C1046,Axis,Visa,31-01-2026 09:01,30702.14,Grocery,Patna,POS,0,0
T23907,C1430,PNB,MasterCard,10-01-2025 16:01,19988.31,Food Delivery,Visakhapatnam,Desktop,0,0
T23908,C1477,Canara Bank,RuPay,07-03-2026 12:10,49431.45,Pharmacy,Lucknow,ATM,0,0
T23909,C1308,Canara Bank,Visa,03-11-2025 16:54,2161.13,ATM Withdrawal,Bhubaneswar,Mobile,0,0
T23910,C1012,Kotak,MasterCard,26-03-2026 17:14,29987.33,Pharmacy,Delhi,Desktop,0,0
T23911,C1200,SBI,RuPay,06-03-2026 19:44,26190.52,Pharmacy,Nagpur,Mobile,0,0
T23912,C1061,Bank of Baroda,Visa,14-02-2026 09:47,17792.97,Restaurant,Nagpur,POS,0,0
T23913,C1329,Kotak,RuPay,24-11-2025 12:30,25262.26,Fuel,Lucknow,ATM,0,0
T23914,C1078,Axis,RuPay,15-07-2025 06:12,14070.45,Clothing,Jaipur,POS,0,0
T23915,C1303,Axis,MasterCard,07-02-2025 00:12,16317.73,Ride Sharing,Kolkata,ATM,0,0
T23916,C1367,Canara Bank,MasterCard,20-05-2025 17:30,21386.97,Entertainment,Bhubaneswar,POS,0,0
T23917,C1416,Axis,RuPay,16-11-2025 05:45,7204.43,Ride Sharing,Visakhapatnam,ATM,0,0
T23918,C1213,Canara Bank,RuPay,14-04-2026 17:32,34394.74,Entertainment,Chennai,Mobile,0,0
T23919,C1225,Canara Bank,Visa,21-05-2026 05:25,12360.82,Restaurant,Mumbai,Mobile,0,0
T23920,C1035,Bank of Baroda,RuPay,09-04-2025 12:57,24991.88,Online Shopping,Nagpur,Desktop,0,0
T23921,C1353,Bank of Baroda,RuPay,21-05-2025 14:04,8668.02,Restaurant,Visakhapatnam,POS,0,0
T23922,C1352,SBI,MasterCard,10-02-2026 06:45,12158.38,Pharmacy,Chandigarh,ATM,0,0
T23923,C1013,Bank of Baroda,Visa,21-08-2025 00:57,45479.94,Online Shopping,Delhi,ATM,0,0
T23924,C1103,Kotak,Visa,05-02-2026 21:58,28631.74,Food Delivery,Ahmedabad,Desktop,0,0
T23925,C1012,Bank of Baroda,Visa,01-03-2025 09:09,27495.11,Electronics,Indore,ATM,0,0
T23926,C1305,Bank of Baroda,MasterCard,04-02-2025 03:47,39069.67,Online Shopping,Patna,POS,0,0
T23927,C1428,ICICI,Visa,04-11-2025 15:08,2487.1,Entertainment,Visakhapatnam,POS,0,0
T23928,C1049,PNB,MasterCard,21-01-2025 06:50,27233.59,Ride Sharing,Chandigarh,Mobile,0,0
T23929,C1270,PNB,Visa,25-02-2025 13:38,41519.8,Pharmacy,Chandigarh,Mobile,0,0
T23930,C1500,Kotak,RuPay,30-06-2025 20:31,39396.38,Restaurant,Bhubaneswar,Desktop,0,0
T23931,C1068,ICICI,RuPay,02-04-2025 15:47,7023.05,Food Delivery,Patna,Mobile,0,0
T23932,C1077,HDFC,MasterCard,04-06-2026 03:52,19378.61,Travel,Indore,POS,0,0
T23933,C1406,PNB,Visa,25-06-2025 17:06,49249.76,Ride Sharing,Bangalore,ATM,0,0
T23934,C1311,PNB,MasterCard,21-03-2025 23:12,850.11,Restaurant,Ahmedabad,Desktop,0,0
T23935,C1434,HDFC,RuPay,02-02-2025 00:47,38741.3,ATM Withdrawal,Hyderabad,Desktop,0,0
T23936,C1315,Bank of Baroda,Visa,13-03-2025 04:13,41797.5,Clothing,Surat,Desktop,0,0
T23937,C1016,Canara Bank,RuPay,13-03-2026 17:00,14741.83,Grocery,Mumbai,Mobile,0,0
T23938,C1044,ICICI,Visa,23-09-2025 02:54,40152.31,Ride Sharing,Indore,POS,0,0
T23939,C1391,ICICI,RuPay,18-01-2025 20:23,41563.8,Food Delivery,Hyderabad,POS,0,0
T23940,C1428,Canara Bank,Visa,17-03-2025 12:35,46737.84,Food Delivery,Hyderabad,POS,0,0
T23941,C1020,Bank of Baroda,Visa,06-05-2025 22:32,41042.27,Restaurant,Lucknow,ATM,0,0
T23942,C1362,Bank of Baroda,RuPay,13-06-2025 00:11,9782.74,Grocery,Ahmedabad,POS,0,0
T23943,C1223,SBI,MasterCard,19-07-2025 06:43,24896.1,Electronics,Hyderabad,POS,0,0
T23944,C1276,Canara Bank,MasterCard,28-02-2026 15:56,921.21,Fuel,Visakhapatnam,POS,0,0
T23945,C1109,Kotak,RuPay,18-01-2026 04:57,40942.54,Online Shopping,Visakhapatnam,ATM,0,0
T23946,C1207,HDFC,Visa,20-05-2026 02:11,16990.67,Grocery,Bangalore,ATM,0,0
T23947,C1026,SBI,RuPay,19-01-2026 04:57,39780.38,Pharmacy,Visakhapatnam,POS,0,0
T23948,C1210,SBI,RuPay,24-12-2025 19:11,42727.28,Ride Sharing,Delhi,Mobile,0,0
T23949,C1228,SBI,Visa,20-11-2025 01:58,8321.59,Electronics,Lucknow,POS,0,0
T23950,C1243,HDFC,MasterCard,19-01-2026 07:00,5146.49,Electronics,Pune,Desktop,0,0
T23951,C1289,Axis,MasterCard,08-01-2025 15:51,6385.49,Ride Sharing,Bhubaneswar,POS,0,0
T23952,C1025,HDFC,MasterCard,13-01-2025 16:04,5024.03,Fuel,Delhi,ATM,0,0
T23953,C1377,SBI,Visa,19-06-2025 21:03,36312.98,Food Delivery,Delhi,Desktop,0,0
T23954,C1179,Kotak,MasterCard,24-03-2025 14:03,24013.53,Restaurant,Nagpur,ATM,0,0
T23955,C1200,Bank of Baroda,MasterCard,02-04-2025 11:12,10225.84,Fuel,Kolkata,Mobile,0,0
T23956,C1329,ICICI,Visa,17-01-2025 04:15,91667.18,Entertainment,Singapore,POS,1,1
T23957,C1462,PNB,RuPay,23-01-2025 09:09,34316.86,Clothing,Visakhapatnam,Mobile,0,0
T23958,C1358,Bank of Baroda,MasterCard,05-01-2025 16:05,32673.78,Entertainment,Pune,Mobile,0,0
T23959,C1071,Axis,Visa,03-04-2025 11:13,23611.2,Ride Sharing,Delhi,ATM,0,0
T23960,C1169,SBI,Visa,15-06-2025 23:30,29306.54,Online Shopping,Bhubaneswar,Desktop,0,0
T23961,C1203,Bank of Baroda,MasterCard,11-02-2025 23:38,86793.34,Clothing,Singapore,POS,1,1
T23962,C1488,Bank of Baroda,MasterCard,02-04-2025 23:20,129.88,Food Delivery,Chennai,Desktop,0,0
T23963,C1233,ICICI,RuPay,14-07-2025 08:01,27275.41,Ride Sharing,Nagpur,POS,0,0
T23964,C1436,SBI,RuPay,17-11-2025 09:48,7789.64,Ride Sharing,Pune,POS,0,0
T23965,C1087,Kotak,Visa,17-03-2025 20:05,40637.31,Ride Sharing,Delhi,POS,0,0
T23966,C1247,SBI,MasterCard,12-04-2026 16:10,13312.96,Online Shopping,Bangalore,Desktop,0,0
T23967,C1190,Kotak,Visa,09-07-2026 18:12,35183.51,Travel,Nagpur,Mobile,0,0
T23968,C1060,SBI,RuPay,20-05-2025 10:04,5245.16,Ride Sharing,Mumbai,ATM,0,0
T23969,C1368,Kotak,RuPay,15-05-2026 22:33,28808.42,Online Shopping,International,ATM,1,1
T23970,C1262,ICICI,Visa,26-01-2025 19:40,18340.61,Pharmacy,Mumbai,ATM,0,0
T23971,C1132,SBI,Visa,12-04-2026 14:29,45501.37,ATM Withdrawal,Nagpur,POS,0,0
T23972,C1259,PNB,MasterCard,05-07-2026 08:34,38193.23,Travel,Lucknow,POS,0,0
T23973,C1100,SBI,RuPay,07-05-2026 17:52,31611.92,Ride Sharing,Mumbai,POS,0,0
T23974,C1294,PNB,MasterCard,15-04-2026 12:37,42098.6,Fuel,Ahmedabad,Desktop,0,0
T23975,C1344,Kotak,RuPay,21-06-2025 05:49,32683.6,Entertainment,Patna,Mobile,0,0
T23976,C1377,SBI,RuPay,01-11-2025 01:17,20667.34,Ride Sharing,Chennai,Mobile,0,0
T23977,C1134,HDFC,MasterCard,17-02-2026 04:58,16753.11,Online Shopping,Indore,POS,0,0
T23978,C1121,PNB,Visa,31-05-2026 01:49,26307.68,Pharmacy,Hyderabad,POS,0,0
T23979,C1266,SBI,MasterCard,29-03-2025 08:57,9878.38,Fuel,Ahmedabad,Desktop,0,0
T23980,C1111,HDFC,MasterCard,09-12-2025 11:37,2923.7,Clothing,Pune,Desktop,0,0
T23981,C1112,Kotak,RuPay,22-03-2026 15:05,17794.75,Fuel,Lucknow,Mobile,0,0
T23982,C1072,Bank of Baroda,RuPay,24-06-2025 06:38,22186.91,Electronics,Mumbai,POS,0,0
T23983,C1324,Axis,MasterCard,25-10-2025 04:21,579.94,Fuel,Mumbai,Mobile,0,0
T23984,C1202,SBI,RuPay,18-06-2026 06:07,47995.53,Grocery,Visakhapatnam,Mobile,0,0
T23985,C1162,Axis,MasterCard,07-10-2025 08:05,29450.62,Entertainment,Bangalore,POS,0,0
T23986,C1373,Canara Bank,RuPay,26-06-2026 23:34,38108.61,Grocery,Nagpur,Mobile,0,0
T23987,C1339,Canara Bank,MasterCard,28-08-2025 15:39,34335.52,Food Delivery,Patna,Mobile,0,0
T23988,C1406,SBI,MasterCard,22-11-2025 13:09,11224.35,Clothing,Chennai,ATM,0,0
T23989,C1062,SBI,Visa,27-08-2025 04:51,13160.56,Online Shopping,Bangalore,ATM,0,0
T23990,C1089,SBI,MasterCard,19-03-2025 13:44,31071.45,Entertainment,Visakhapatnam,POS,0,0
T23991,C1342,Kotak,RuPay,13-03-2025 07:52,36166.64,Entertainment,Patna,ATM,0,0
T23992,C1247,Kotak,MasterCard,12-11-2025 15:23,42371.32,ATM Withdrawal,Chandigarh,Mobile,0,0
T23993,C1361,ICICI,MasterCard,17-05-2026 03:14,45431.41,Fuel,Kolkata,Mobile,0,0
T23994,C1055,HDFC,RuPay,21-08-2025 10:19,36268.13,Electronics,Jaipur,POS,0,0
T23995,C1038,SBI,Visa,29-04-2026 20:06,6299.27,Grocery,Patna,Desktop,0,0
T23996,C1436,Canara Bank,Visa,31-05-2025 10:42,40217.69,Online Shopping,Chandigarh,POS,0,0
T23997,C1417,HDFC,RuPay,14-05-2026 08:01,43380.67,Restaurant,Chennai,POS,0,0
T23998,C1350,Kotak,RuPay,23-05-2025 03:44,7809.27,Fuel,Delhi,ATM,0,0
T23999,C1069,Bank of Baroda,MasterCard,11-04-2025 07:16,49911.04,Electronics,Patna,POS,0,0
T24000,C1186,Kotak,Visa,23-02-2025 08:52,96881.72,Clothing,International,Desktop,1,1
T24001,C1113,Bank of Baroda,RuPay,21-10-2025 21:42,19233.7,Restaurant,Chennai,Mobile,0,0
T24002,C1025,PNB,Visa,25-09-2025 17:38,33413.33,Grocery,Mumbai,Mobile,0,0
T24003,C1363,ICICI,Visa,22-03-2025 21:56,27271.99,Pharmacy,Delhi,POS,0,0
T24004,C1050,Bank of Baroda,MasterCard,30-11-2025 03:06,43568.44,Grocery,Bangalore,POS,0,0
T24005,C1001,SBI,RuPay,25-01-2025 22:03,8611.29,Electronics,Delhi,Mobile,0,0
T24006,C1049,Axis,Visa,09-10-2025 09:30,20802.63,Pharmacy,Chandigarh,Desktop,0,0
T24007,C1500,Canara Bank,RuPay,20-09-2025 05:13,25197.24,Pharmacy,Indore,Desktop,0,0
T24008,C1325,SBI,MasterCard,01-04-2025 10:01,25577.52,Grocery,Chennai,POS,0,0
T24009,C1416,ICICI,Visa,09-09-2025 14:08,19834.35,Clothing,Chennai,Desktop,0,0
T24010,C1387,HDFC,Visa,10-06-2026 16:00,10411.89,Restaurant,Bhubaneswar,POS,0,0
T24011,C1401,Canara Bank,Visa,09-06-2025 21:08,33343.71,Pharmacy,Patna,ATM,0,0
T24012,C1468,SBI,MasterCard,30-01-2026 06:55,41573.71,Entertainment,Bhubaneswar,POS,0,0
T24013,C1084,Kotak,RuPay,28-12-2025 12:34,5083.57,Online Shopping,Nagpur,Mobile,0,0
T24014,C1058,HDFC,Visa,15-01-2025 18:19,44548.69,ATM Withdrawal,Bhubaneswar,ATM,0,0
T24015,C1051,Axis,MasterCard,05-02-2025 00:39,30076.09,Food Delivery,Nagpur,Mobile,0,0
T24016,C1349,Axis,Visa,12-01-2026 04:01,38598.14,ATM Withdrawal,Kolkata,Desktop,0,0
T24017,C1142,HDFC,RuPay,17-04-2025 17:21,24226.79,Electronics,Lucknow,ATM,0,0
T24018,C1247,Canara Bank,RuPay,05-04-2026 15:22,16638.23,Entertainment,Mumbai,Mobile,0,0
T24019,C1044,HDFC,Visa,25-02-2025 02:42,46892.65,Online Shopping,Chennai,ATM,0,0
T24020,C1076,Canara Bank,RuPay,07-12-2025 19:52,33312.25,Ride Sharing,Visakhapatnam,POS,0,0
T24021,C1426,Bank of Baroda,Visa,07-02-2025 16:56,36314.83,Restaurant,Indore,Desktop,0,0
T24022,C1130,HDFC,Visa,11-01-2026 19:25,20819.43,Food Delivery,Mumbai,Desktop,0,0
T24023,C1140,HDFC,RuPay,12-01-2025 08:50,35670.73,Restaurant,Bangalore,Mobile,0,0
T24024,C1030,HDFC,MasterCard,06-12-2025 10:53,4956.05,Grocery,Jaipur,Mobile,0,0
T24025,C1264,ICICI,Visa,06-05-2026 21:22,38219.76,Travel,Nagpur,Desktop,0,0
T24026,C1437,Canara Bank,Visa,06-07-2025 20:30,16130.38,Restaurant,Mumbai,Mobile,0,0
T24027,C1321,PNB,RuPay,06-09-2025 03:13,29889.65,Clothing,Mumbai,Mobile,0,0
T24028,C1412,Bank of Baroda,MasterCard,10-07-2026 06:57,21842.81,ATM Withdrawal,Bangalore,POS,0,0
T24029,C1462,Bank of Baroda,RuPay,03-03-2026 05:36,14622.84,Fuel,Bangalore,Desktop,0,0
T24030,C1092,Canara Bank,MasterCard,21-01-2025 12:33,5408.04,Entertainment,Chennai,POS,0,0
T24031,C1496,Canara Bank,RuPay,30-10-2025 23:46,9251.86,Travel,Kolkata,ATM,0,0
T24032,C1127,Bank of Baroda,RuPay,25-09-2025 17:01,23869.28,Restaurant,Nagpur,Mobile,0,0
T24033,C1216,ICICI,RuPay,25-03-2026 20:44,34812.31,Grocery,Lucknow,ATM,0,0
T24034,C1401,Axis,Visa,29-11-2025 22:31,33102.03,Travel,Patna,Desktop,0,0
T24035,C1151,ICICI,RuPay,08-01-2026 21:44,23828.6,Grocery,Kolkata,POS,0,0
T24036,C1146,SBI,RuPay,21-04-2025 03:14,9865.52,Travel,Nagpur,Desktop,0,0
T24037,C1304,Bank of Baroda,MasterCard,01-01-2026 02:40,47674.03,Online Shopping,Patna,Mobile,0,0
T24038,C1113,ICICI,RuPay,27-01-2025 05:06,28682.92,Restaurant,Chennai,Desktop,0,0
T24039,C1263,PNB,Visa,03-04-2026 10:17,15913.72,ATM Withdrawal,Ahmedabad,Desktop,0,0
T24040,C1278,ICICI,MasterCard,29-06-2026 15:10,36022.02,Restaurant,Lucknow,Mobile,0,0
T24041,C1365,Canara Bank,Visa,31-08-2025 15:18,6445.72,Ride Sharing,Chennai,ATM,0,0
T24042,C1279,Bank of Baroda,Visa,05-11-2025 05:08,22611.07,Grocery,Nagpur,ATM,0,0
T24043,C1218,Kotak,Visa,24-03-2026 03:21,48251.63,ATM Withdrawal,Mumbai,Desktop,0,0
T24044,C1031,HDFC,RuPay,10-06-2025 11:24,25878.6,Food Delivery,Pune,POS,0,0
T24045,C1089,Axis,RuPay,08-02-2026 05:28,22616.5,Grocery,Chennai,Mobile,0,0
T24046,C1007,Bank of Baroda,Visa,14-03-2026 01:43,6491.82,Food Delivery,Chandigarh,ATM,0,0
T24047,C1241,Kotak,Visa,15-04-2026 20:35,10003.64,Ride Sharing,Pune,ATM,0,0
T24048,C1276,SBI,RuPay,30-05-2026 02:15,19320.4,Fuel,Visakhapatnam,POS,0,0
T24049,C1033,PNB,RuPay,02-01-2026 04:37,5405.47,Grocery,Indore,Desktop,0,0
T24050,C1129,Kotak,Visa,10-12-2025 16:29,37290.03,Clothing,Bangalore,ATM,0,0
T24051,C1403,Axis,MasterCard,01-08-2025 17:29,29423.93,Pharmacy,Singapore,Desktop,1,1
T24052,C1394,Bank of Baroda,RuPay,20-06-2026 20:16,45387.06,Pharmacy,Kolkata,Desktop,0,0
T24053,C1482,Canara Bank,MasterCard,13-10-2025 03:25,15643.59,Ride Sharing,Delhi,Mobile,0,0
T24054,C1116,Bank of Baroda,RuPay,24-02-2025 18:31,18013.92,Food Delivery,Jaipur,Desktop,0,0
T24055,C1089,HDFC,Visa,03-09-2025 06:53,42197.28,Clothing,Jaipur,Mobile,0,0
T24056,C1135,SBI,MasterCard,02-06-2025 15:38,8966,Online Shopping,Surat,Desktop,0,0
T24057,C1454,PNB,MasterCard,15-05-2026 05:24,30185.22,Ride Sharing,Delhi,Desktop,0,0
T24058,C1334,Bank of Baroda,MasterCard,30-09-2025 10:09,26508.04,Food Delivery,Surat,Mobile,0,0
T24059,C1243,SBI,MasterCard,30-01-2025 12:58,2716.82,Restaurant,Hyderabad,Desktop,0,0
T24060,C1284,Kotak,MasterCard,21-04-2026 23:36,11340.92,Food Delivery,Mumbai,POS,0,0
T24061,C1437,Canara Bank,RuPay,04-03-2025 13:55,10378.98,Travel,Chandigarh,Mobile,0,0
T24062,C1172,SBI,MasterCard,14-02-2025 19:36,38531.59,Entertainment,Lucknow,ATM,0,0
T24063,C1301,Kotak,RuPay,19-02-2026 04:16,14938.16,Ride Sharing,Surat,Mobile,0,0
